10901854,zone,id_obj1,id_obj2,label_obj1,label_obj2,object_pair_labels,pos_x_obj1,pos_y_obj1,pos_x_obj2,pos_y_obj2,vel_x_obj1,vel_y_obj1,vel_obj1,vel_x_obj2,vel_y_obj2,vel_obj2,yaw_obj1,yaw_obj2,size_x_obj1,size_y_obj1,size_x_obj2,size_y_obj2,rel_dist,rel_vel,min_safe_dist,ttc_min_dist,ttc,ttc_severity_score,traj_min_dist,traj_time_horizon,traj_severity_score,env_min_dist,env_max_overlap_prob,env_time_horizon,env_severity_score,n_models,decel_initial_speed,decel_final_speed,decel_speed_change,decel_avg_deceleration,decel_max_deceleration,decel_observation_time,decel_num_frames_observed,decel_alignment,decel_intersection_distance,decel_lv_time_to_intersection,decel_hv_time_to_intersection,decel_severity,decel_model,date,ts_minus_10,replay_link,label1,label2,interaction_type,hour,day_of_week,interaction_type_2,is_real_near_miss,LiDAR_artifact,description
36:44.3,1001,21801222,21801160,4,1,1_4,35.875,5.8398438,39.03125,8.9921875,1.3300781,5.5507812,4.8127785,-0.52978516,1.1904297,1.2757202,1.3085938,2.0097656,4.1210938,1.8203125,0.26000977,0.5698242,4.4608502,4.7404385,1.69281,1.6663922,0.8855198,0.1457213,,,,2.276241,0.2511966,1.2,0.3247587,2,4.8127785,1.9639493,2.8488293,5.742013,4.713087,0.7,7,0.86591744,9.54E-07,2.9457417,1.1996584,serious,TRUE,6/12/2025,36:34.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T09:36:34Z,1,4,pedestrian-car,12,Thursday,,,,
43:45.2,1002,21806735,21806727,4,3,3_4,28.53125,14.109375,28.109375,22.4375,-1.0800781,5.9804688,6.173453,-1,-1.6699219,1.9892614,1.5810547,4.1523438,3.9003906,1.8300781,1.9296875,0.77978516,8.338803,7.65081,2.1099854,0.33468607,1.187935,0.023411628,0.91248196,1.2,0.066958405,0.9124832,0.39323795,1.2,0.54701614,3,,,,,,,,,,,,,FALSE,6/12/2025,43:35.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T09:43:35Z,3,4,motorcycle-car,12,Thursday,,,,
44:09.1,1002,21807048,21806727,4,3,3_4,28.953125,16.046875,28.125,22.546875,-0.44995117,6.5195312,6.785385,0.010002136,0.020004272,0.014410943,1.4599609,1.0634766,4.2851562,1.9296875,1.9296875,0.77978516,6.552541,6.5157814,2.231079,0.36722386,1.011315,0.029130463,0.46612507,0.96,0.34786123,0.46612415,0.3929374,0.96,0.522509,3,,,,,,,,,,,,,FALSE,6/12/2025,43:59.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T09:43:59Z,3,4,motorcycle-car,12,Thursday,,,,
54:32.3,1002,21815852,21815802,4,1,1_4,27.796875,13.5703125,30.734375,17.59375,-0.3400879,1.6601562,1.4705881,-1.1298828,0.8701172,1.5404469,1.5615234,2.4902344,4.0585938,1.8300781,0.32006836,0.58984375,4.981662,1.1171113,1.699646,,,,,,,,,,,0,1.4705881,1.0743281,0.39626002,3.9626002,3.9626002,0.2,2,0.81308275,0,3.952887,4.4953074,serious,TRUE,6/12/2025,54:22.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T09:54:22Z,1,4,pedestrian-car,12,Thursday,,,,
06:11.3,1007,21826353,21826467,4,3,3_4,44.875,-21.546875,44.375,-24.28125,-3,1.9101562,3.7909534,-3.4296875,4.9101562,5.314902,2.5761719,2.2324219,4.1015625,1.9599609,1.7197266,0.75,2.7797134,3.0306156,2.1328125,0.88263476,0.84127563,0.08003906,0.924047,0.96,0.023018429,1.3344667,0.48467326,1.2,0.26706514,3,,,,,,,,,,,,,FALSE,6/12/2025,06:01.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T10:06:01Z,3,4,motorcycle-car,13,Thursday,,,,
15:12.3,1001,21835838,21835729,4,1,1_4,34.8125,6.4609375,38.5,7.5,6.5117188,10.78125,3.270961,-0.52978516,1.2695312,1.3868372,1.3085938,1.9726562,3.7207031,1.75,0.3100586,0.52001953,3.8310974,11.834508,1.5751953,,,,,,,,,,,0,3.270961,1.4108458,1.8601153,4.650288,5.20258,0.5,5,0.511441,0,2.3600242,0.3742782,critical,TRUE,6/12/2025,15:02.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T10:15:02Z,1,4,pedestrian-car,13,Thursday,,,,
29:30.3,1005,21846863,21847215,4,1,1_4,-8.078125,-9.1875,-11.96875,-10.0234375,-5.6914062,-2.0292969,5.2241063,1.1503906,0.77001953,1.3476616,2.6171875,0.58740234,3.7792969,1.7900391,0.26000977,0.60009766,3.9794164,7.3923173,1.6073608,0.6996149,0.2897861,0.12243084,0.79101974,0.48,0.15448482,0.7910204,0.3905865,0.48,1.170543,3,,,,,,,,,,,,,FALSE,6/12/2025,29:20.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T10:29:20Z,1,4,pedestrian-car,13,Thursday,,,,
50:32.5,1003,21864538,21864069,4,1,1_4,15.2421875,14.9921875,10.28125,11.8671875,-4.1601562,-1.4101562,4.3649035,0.85009766,0.91015625,1.2594235,3.0644531,0.7441406,4.3007812,1.9296875,0.4699707,0.5498047,5.8631496,5.5214577,1.812561,0.75090986,1.1275985,0.054767247,0.9101294,0.96,0.049621657,1.1051685,0.3530644,1.2,0.53166276,3,,,,,,,,,,,,,FALSE,6/12/2025,50:22.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T10:50:22Z,1,4,pedestrian-car,13,Thursday,,,,
50:47.8,1005,21864692,21864378,4,1,1_4,-2.7890625,-11.1484375,-1.5,-6.3398438,3.8203125,1.3496094,4.162861,-0.020004272,-0.1899414,0.3841099,0.36621094,5.2929688,4.2617188,1.8398438,0.5,0.6699219,4.978379,4.1374207,1.8178711,,,,,,,,,,,0,4.162861,3.2559564,0.90690446,5.735923,7.2784963,0.5,5,0.5876307,9.61E-07,23.804333,0.21277688,critical,TRUE,6/12/2025,50:37.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T10:50:37Z,1,4,pedestrian-car,13,Thursday,,,,
03:29.0,1001,21872772,21872759,4,1,1_4,35.21875,6.53125,37.53125,8.109375,1.3701172,4.0585938,3.043863,-0.7597656,1.4501953,1.6112646,1.4833984,2.0527344,4.1210938,1.8398438,0.33007812,0.54003906,2.799667,3.367513,1.7077637,0.7930779,0.6911848,0.08220658,0.83472735,0.72,0.05565577,0.9638907,0.37949568,0.96,0.3912112,3,3.043863,1.4841058,1.5597572,1.7330636,2.2958255,1,10,0.63362974,0,1.4245652,0.89785355,moderate,TRUE,6/12/2025,03:19.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T11:03:19Z,1,4,pedestrian-car,14,Thursday,,,,
07:42.6,1001,21875571,21875544,4,1,1_4,34.875,5.96875,36.375,8.3984375,0.47998047,5.4101562,3.8070645,-0.77978516,1.2802734,1.5441171,1.4833984,2.0078125,3.8203125,1.75,0.25,0.54003906,2.8554127,4.317747,1.5900879,0.72583824,0.43734416,0.100155756,0.8045874,0.72,0.0843742,0.8045868,0.39532524,0.72,0.59543526,3,3.8070645,3.2472637,0.55980086,1.8660029,2.2888434,0.4,4,0.8935114,9.54E-07,1.4377503,0.7893303,moderate,TRUE,6/12/2025,07:32.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T11:07:32Z,1,4,pedestrian-car,14,Thursday,,,,
14:07.8,1001,21909711,21909697,4,1,1_4,35.46875,6.0898438,38.125,9.078125,0.9399414,2.9804688,2.551688,-0.6899414,1.3603516,1.5833899,1.4833984,2.0195312,4.0585938,1.8300781,0.26000977,0.66015625,3.9981856,2.2981074,1.7022095,,,,,,,1.2572883,0.39683124,1.2,0.24871658,1,2.551688,1.9784957,0.57319224,3.156939,4.0551825,0.4,4,0.8025468,0,1.5316526,1.7017012,serious,TRUE,6/12/2025,13:57.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T12:13:57Z,1,4,pedestrian-car,15,Thursday,,,,
33:46.3,1001,21919934,21920227,4,1,1_4,35.5,6.3789062,39.84375,4.8203125,4.5703125,1.9599609,5.1217055,-0.5,0.95996094,1.1129616,0.3798828,2.1503906,4.2890625,1.9697266,0.36010742,0.54003906,4.614908,5.167985,1.7897339,,,,,,,,,,,0,5.1217055,0.01840572,5.1032996,2.2237027,3.2287812,2.5,25,0.74890566,0,2.9133523,0.6317017,serious,TRUE,6/12/2025,33:36.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T12:33:36Z,1,4,pedestrian-car,15,Thursday,,,,
45:41.6,1004,21926824,21926850,4,1,1_4,0.47998047,11.1796875,5.1914062,11.890625,6.671875,-5.7304688,9.067736,-0.7998047,-0.1899414,0.62735,5.5429688,2.609375,4.515625,1.9404297,0.44995117,0.52978516,4.764763,9.301798,1.8589478,,,,,,,,,,,0,9.067736,8.886389,0.1813469,3.2725239,3.2725239,0.3,3,0.6294251,2.98E-07,5.4254937,0.055770025,serious,TRUE,6/12/2025,45:31.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T12:45:31Z,1,4,pedestrian-car,15,Thursday,,,,
01:52.3,1001,21936258,21936235,4,1,1_4,35.34375,5.6484375,37.9375,6.8710938,0.41992188,2.1992188,1.5557427,-0.36010742,1.2001953,1.3169867,1.3085938,1.8408203,3.9804688,1.8095703,0.36010742,0.5600586,2.8674774,1.2674752,1.6775513,,,,,,,,,,,0,1.5557427,1.0530465,0.5026963,2.8032415,3.71876,0.4,4,0.64627874,0,4.005426,2.7418597,serious,TRUE,6/12/2025,01:42.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T13:01:42Z,1,4,pedestrian-car,16,Thursday,,,,
04:40.2,1005,21937905,21937834,4,1,1_4,2.25,-6.7695312,-2.2402344,-6.8085938,-3.3496094,-3.9003906,5.561654,-0.090026855,-1.1103516,0.9427967,3.8398438,4.6289062,4.578125,1.9003906,0.52001953,0.52001953,4.490404,4.2905936,1.8796387,,,,,,,,,,,0,5.561654,0.251003,5.3106513,2.7198021,3.5420203,2.2,22,0.7715312,4.77E-07,5.1610117,1.4792365,serious,TRUE,6/12/2025,04:30.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T13:04:30Z,1,4,pedestrian-car,16,Thursday,,,,
04:40.4,1005,21937905,21938085,4,1,1_4,2.7695312,-6.359375,-1.3798828,-6.25,-2.4609375,-3.4707031,4.6134086,0.23999023,-0.83984375,0.80543476,3.84375,5.5273438,4.578125,1.9003906,0.48999023,0.42993164,4.150855,3.7704685,1.8496094,,,,,,,,,,,0,4.6134086,0.251003,4.362406,2.3638732,3.414864,2.1,21,0.746167,2.38E-07,5.0592675,1.1927322,serious,TRUE,6/12/2025,04:30.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T13:04:30Z,1,4,pedestrian-car,16,Thursday,,,,
15:26.9,1002,21947052,21947041,4,1,1_4,28.359375,14.4921875,30.40625,19.046875,-0.18005371,2.4003906,1.69255,-1.0195312,0.35009766,1.1995921,1.4755859,2.6171875,4.4492188,1.9599609,0.29003906,0.72509766,4.993483,2.2154963,1.8560791,,,,,,,2.3381197,0.25333735,1.2,0.15307309,1,1.69255,0.8186931,0.87385684,2.912856,3.661326,0.4,4,0.9469639,0,2.4047055,2.2482045,serious,TRUE,6/12/2025,15:16.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T13:15:16Z,1,4,pedestrian-car,16,Thursday,,,,
34:56.4,1004,21972789,21973524,4,1,1_4,-0.27001953,7.140625,4.5,4.578125,3.7792969,-3.7597656,4.8309493,-0.6098633,-0.7597656,0.9101235,5.5,4.0351562,4.0625,1.8603516,0.35009766,0.29003906,5.4147477,5.316458,1.6407471,0.5761024,1.0373174,0.04482942,0.6406371,0.96,0.19105378,1.1503859,0.34102735,1.2,0.49447027,3,,,,,,,,,,,,,FALSE,6/12/2025,34:46.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T13:34:46Z,1,4,pedestrian-car,16,Thursday,,,,
02:38.4,1005,21998367,21998394,4,1,1_4,-12.6796875,-12.1171875,-20.46875,-16.859375,-7.0390625,-3.3300781,7.625853,0.32006836,1.0703125,0.9422243,3.5234375,0.5234375,4.1796875,1.8896484,0.26000977,0.53515625,9.119092,8.574395,1.7161255,0.07271293,1.1310875,0.005290326,0.8903571,0.96,0.09401216,1.1727301,0.38092506,1.2,0.89078236,3,,,,,,,,,,,,,FALSE,6/12/2025,02:28.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T14:02:28Z,1,4,pedestrian-car,17,Thursday,,,,
06:18.4,1001,22001402,22001382,4,1,1_4,35.4375,6.5390625,36.03125,8.4375,0.48999023,3.6796875,3.0534468,-0.66015625,1.4902344,1.5975945,1.3085938,2.0820312,4.3515625,1.8847656,0.3100586,0.6801758,1.9891214,2.4731643,1.8066406,0.35723203,0.6468694,0.038669962,0.39827958,0.72,0.14881535,0.39827964,0.41802067,0.72,0.3606397,3,3.0534468,2.8764799,0.1769669,1.769669,1.769669,0.2,2,0.9991631,9.54E-07,0.3971043,0.67674655,moderate,TRUE,6/12/2025,06:08.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T14:06:08Z,1,4,pedestrian-car,17,Thursday,,,,
31:45.8,1007,22024700,22025397,4,3,3_4,43.59375,-20.765625,47.59375,-27.46875,-2.140625,1.2304688,1.6005574,-6.3515625,7.2617188,9.754476,2.6230469,2.3984375,4.140625,1.9804688,1.3896484,0.5800781,7.8058877,7.355812,2.022705,0.5575787,1.1261166,0.040709052,0.9141135,0.96,0.06317648,1.1809458,0.51527464,1.2,0.68913877,3,,,,,,,,,,,,,FALSE,6/12/2025,31:35.8,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T14:31:35Z,3,4,motorcycle-car,17,Thursday,,,,
52:43.6,1002,22040086,22040348,4,3,3_4,31.015625,29.84375,34.09375,31.390625,0.02999878,0.05999756,0.6287928,-4.4101562,-3.6308594,3.7073863,1.1826172,4.015625,4.25,1.9003906,1.6601562,0.5600586,3.4449494,5.773855,2.0926514,0.7780844,0.3559868,0.12112484,0.9731559,0.48,0.015499381,1.116877,0.48281044,0.72,0.64829713,3,,,,,,,,,,,,,FALSE,6/12/2025,52:33.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T14:52:33Z,3,4,motorcycle-car,17,Thursday,,,,
54:34.1,1002,22042045,22041882,4,1,1_4,27.390625,24.703125,28.25,20.0625,-1.8603516,-2.8496094,3.2670748,-1.4902344,0.85009766,1.7969921,4.2109375,3.0097656,3.8300781,1.8095703,0.28515625,0.5600586,4.719526,3.718174,1.6212158,,,,,,,1.3189188,0.30588245,1.2,0.31017932,1,3.2670748,0.046897717,3.2201772,2.1467848,3.1129136,1.6,16,0.77469593,0,1.9015015,1.0612553,serious,TRUE,6/12/2025,54:24.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T14:54:24Z,1,4,pedestrian-car,17,Thursday,,,,
58:43.5,1001,22045058,22044371,4,1,1_4,35.875,6.2617188,37.09375,10.46875,1.5703125,6.2109375,4.0930486,-0.45996094,1.0800781,1.1538589,1.2216797,2.078125,4.6796875,1.8798828,0.3798828,0.5449219,4.3800073,5.517946,1.8710938,0.4146816,0.6300787,0.04565843,0.56749314,0.72,0.23865496,0.5674944,0.3550872,0.72,0.68349487,3,4.0930486,3.6841512,0.4088974,4.088974,4.088974,0.2,2,0.9977468,9.54E-07,0.21156554,0.7141497,serious,TRUE,6/12/2025,58:33.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T14:58:33Z,1,4,pedestrian-car,17,Thursday,,,,
09:16.6,1001,22053746,22053734,4,3,3_4,35.46875,4.71875,40.4375,9.65625,0.08001709,3.390625,2.725382,-5.0195312,-0.9902344,4.7600336,1.0947266,3.3242188,3.9902344,1.8095703,1.2197266,0.52001953,7.0048113,6.7228956,1.8848877,0.50746685,1.0856259,0.038129397,0.7355249,0.96,0.17780386,0.7355245,0.3569769,0.96,0.48977926,3,,,,,,,,,,,,,FALSE,6/12/2025,09:06.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T15:09:06Z,3,4,motorcycle-car,18,Thursday,,,,
12:08.6,1007,22055533,22055782,4,5,4_5,49.5,-21.59375,52.03125,-23.75,-0.19995117,0.66015625,0.64401597,-2.1191406,3.1894531,3.9859664,1.8632812,1.8330078,4.2695312,2.0390625,0.6850586,0.5751953,3.3251526,3.175001,1.8922119,0.7130806,1.0968202,0.053151976,0.7405405,0.96,0.082378425,0.90805364,0.47618076,1.2,0.41232938,3,,,,,,,,,,,,,FALSE,6/12/2025,11:58.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T15:11:58Z,4,5,car-escooter,18,Thursday,,,,
31:26.9,1003,22068918,22068670,4,1,1_4,11.9921875,12.0078125,12.65625,17.296875,-0.48999023,4.7304688,4.7632723,-0.6298828,-0.2800293,0.5890642,1.8867188,3.4414062,4.1015625,1.8603516,0.5,0.58984375,5.3305874,5.0124507,1.7629395,0.51619065,1.130967,0.03755931,0.7141972,0.96,0.14325725,0.8773307,0.35718426,1.2,0.4882823,3,,,,,,,,,,,,,FALSE,6/12/2025,31:16.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T15:31:16Z,1,4,pedestrian-car,18,Thursday,,,,
41:05.9,1001,22075147,22075136,4,1,1_4,35,5.3398438,37.59375,9.5,0.66015625,2.4003906,2.6472373,-0.8100586,1.0800781,1.5782413,1.3964844,1.7714844,4,1.7998047,0.4350586,0.8100586,4.902493,1.9760457,1.7612305,,,,,,,2.7060513,0.30492103,1.2,0.16432852,1,2.6472373,0.22917375,2.4180636,3.7230473,4.00238,1.2,12,0.92747694,0,1.3093847,2.3222864,serious,TRUE,6/12/2025,40:55.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T15:40:55Z,1,4,pedestrian-car,18,Thursday,,,,
50:16.3,1001,22080458,22080432,4,1,1_4,42.0625,15.421875,37.6875,14.046875,-2.2597656,-0.52001953,1.6421492,-0.14001465,1.4101562,1.3707964,3.4609375,1.8505859,4.3945312,1.9199219,0.23999023,0.54003906,4.585984,2.8668664,1.7736206,,,,,,,2.0590127,0.25922275,1.2,0.20267917,1,1.6421492,1.0787566,0.56339264,2.8169632,3.0301266,0.3,3,0.99988997,0,0.2552874,1.9518591,serious,TRUE,6/12/2025,50:06.3,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T15:50:06Z,1,4,pedestrian-car,18,Thursday,,,,
51:20.9,1001,22081176,22080825,4,1,1_4,37.1875,5.4492188,35.65625,8.4921875,0.4399414,1.3398438,1.5547264,0.91015625,-1.1699219,1.5013825,1.2558594,5.1601562,4.0898438,1.8496094,0.26513672,0.6201172,3.406521,2.553434,1.7061768,,,,0.967497,1.2,0.008299425,0.9675001,0.35315675,1.2,0.24593522,2,1.5547264,1.075125,0.47960138,5.642147,5.642147,0.3,3,0.71010524,0,1.9550419,0.5640378,critical,TRUE,6/12/2025,51:10.9,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T15:51:10Z,1,4,pedestrian-car,18,Thursday,,,,
01:47.6,1001,22088056,22088012,4,1,1_4,35.78125,6.1015625,36.625,8.8515625,0.52001953,2.1699219,1.9992317,-0.47998047,0.9301758,1.0598181,1.2216797,2.109375,4.3710938,1.9101562,0.52001953,0.5097656,2.876528,1.592787,1.8277588,,,,,,,1.5641698,0.36496764,0.96,0.1779538,1,1.9992317,1.2619137,0.73731804,2.4577267,3.4524517,0.4,4,0.99867857,9.54E-07,0.2627919,1.379977,serious,TRUE,6/12/2025,01:37.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T16:01:37Z,1,4,pedestrian-car,19,Thursday,,,,
09:17.5,1001,22092098,22092045,4,1,1_4,35.28125,6.5,37.9375,9.609375,6.6210938,8.8984375,2.8868048,-0.38989258,0.97998047,1.079465,1.4833984,1.9707031,3.9394531,1.7802734,0.36010742,0.54003906,4.0894837,10.576195,1.6549683,0.07247647,0.1495127,0.018183326,0.99038625,0.48,0.010167715,0.99038565,0.39305076,0.48,1.6852628,3,,,,,,,,,,,,,FALSE,6/12/2025,09:07.5,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T16:09:07Z,1,4,pedestrian-car,19,Thursday,,,,
14:55.6,1005,22095090,22095077,4,1,1_4,-11,-13.296875,-2.5898438,-7.140625,9.0234375,6.3203125,6.202039,0.070007324,-0.5,0.3770877,0.4182129,5.6210938,4.2382812,1.9296875,0.39990234,0.39990234,10.422579,11.255246,1.7419434,0.1990655,0.85751224,0.017810129,0.43284196,0.96,0.6383503,0.4328414,0.3299311,0.96,1.1367722,3,,,,,,,,,,,,,FALSE,6/12/2025,14:45.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T16:14:45Z,1,4,pedestrian-car,19,Thursday,,,,
14:55.6,1005,22095090,22095107,4,1,1_4,-11,-13.296875,-6.6484375,-9.3203125,9.0234375,6.3203125,6.202039,-0.41992188,-0.5698242,0.7185131,0.4182129,4.0585938,4.2382812,1.9296875,0.32006836,0.4897461,5.8948407,11.689782,1.7444458,0.6475044,0.25429115,0.121873185,0.69340456,0.48,0.3584034,0.6934048,0.34328684,0.48,1.626871,3,,,,,,,,,,,,,FALSE,6/12/2025,14:45.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T16:14:45Z,1,4,pedestrian-car,19,Thursday,,,,
14:56.2,1005,22095090,22094955,4,1,1_4,-7.6601562,-12.6328125,-5.7304688,-8.40625,7.6210938,1.1201172,6.834525,-0.32006836,-0.70996094,0.81167215,0.3017578,5,4.2382812,1.9296875,0.33007812,0.52978516,4.646238,8.149309,1.756958,,,,,,,,,,,0,6.834525,6.0777483,0.7567768,5.8521028,7.993567,0.5,5,0.66691077,0,5.947857,0.003407196,critical,TRUE,6/12/2025,14:46.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T16:14:46Z,1,4,pedestrian-car,19,Thursday,,,,
18:18.0,1001,22096856,22096475,4,1,1_4,40.375,14.140625,35.65625,12.6796875,-2.1992188,-0.77001953,1.6916639,0.60009766,-1.2695312,1.4756448,3.4746094,4.9960938,4.3515625,1.9003906,0.36010742,0.72998047,4.9397306,2.8435338,1.8355103,,,,,,,,,,,0,1.6916639,1.3703107,0.3213532,3.213532,3.213532,0.2,2,0.999463,0,0.12925635,2.1103783,serious,TRUE,6/12/2025,18:08.0,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T16:18:07Z,1,4,pedestrian-car,19,Thursday,,,,
23:43.1,1002,22099707,22099706,4,1,1_4,31.59375,32.375,29.3125,31.65625,-1.1201172,-2.2109375,1.8695428,0.22998047,-0.58984375,0.6954398,4.1953125,5.0898438,4.34375,1.9296875,0.39990234,0.5498047,2.3917992,2.1096702,1.8057861,,,,,,,1.3933959,0.28894046,1.2,0.16624612,1,1.8695428,0.803971,1.0655718,2.1311438,3.137226,0.6,6,0.73271275,0,3.6253316,1.2922704,serious,TRUE,6/12/2025,23:33.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T16:23:33Z,1,4,pedestrian-car,19,Thursday,,,,
15:23.4,1001,22123885,22123835,4,1,1_4,38.875,7.1601562,42.875,8.046875,2.8496094,3.4804688,4.076379,-1.4599609,0.54003906,1.3685402,0.61865234,3.140625,4.1914062,1.8896484,0.30004883,0.36523438,4.097105,5.2171373,1.6865845,1.5219725,0.61672235,0.16989908,,,,1.9409477,0.25762305,0.96,0.41144535,2,4.076379,3.7407427,0.33563614,6.445613,6.445613,0.5,5,0.92086595,0,1.7212454,0.5218431,critical,TRUE,6/12/2025,15:13.4,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T17:15:13Z,1,4,pedestrian-car,20,Thursday,,,,
51:02.7,1003,22138428,22138260,4,1,1_4,12.9375,9.4609375,13.4375,15.9765625,-0.049987793,6.1992188,6.0652685,-0.049987793,-0.090026855,0.10734197,1.7460938,4.8710938,3.9707031,1.8300781,0.3400879,0.52978516,6.5347815,6.2892456,1.6676636,0.5,1.0796053,0.037730914,0.69169027,0.96,0.19390355,1.1462674,0.34864813,1.2,0.5980183,3,,,,,,,,,,,,,FALSE,6/12/2025,50:52.7,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T17:50:52Z,1,4,pedestrian-car,20,Thursday,,,,
56:54.1,1005,22140429,22140640,4,1,1_4,-4.640625,-12.171875,0.22998047,-12.0390625,3.7402344,0.48999023,3.8006544,-0.5498047,0.090026855,0.37570813,0.20410156,2.3300781,4.1015625,1.8798828,0.26000977,0.4099121,4.872416,4.3086433,1.6628418,,,,0.4443899,1.2,0.23939258,0.4443896,0.4019096,1.2,0.47227776,2,3.8006544,2.400023,1.4006314,4.9745965,7.351885,0.5,5,0.9844044,1.44E-06,3.1178668,0.84390134,critical,TRUE,6/12/2025,56:44.1,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T17:56:44Z,1,4,pedestrian-car,20,Thursday,,,,
56:57.6,1005,22140724,22140674,4,1,1_4,-2.0898438,-11.1328125,0.9399414,-11.703125,3.2890625,1.2197266,3.6205919,-0.16003418,0.20996094,0.29944938,0.08728027,2.8789062,4.1210938,1.8798828,0.44995117,0.42993164,3.0829945,3.593869,1.7202148,1.3986142,0.7359037,0.1390415,,,,1.5651815,0.25778446,0.96,0.2836052,2,3.6205919,2.284678,1.3359139,2.6718278,3.251543,0.6,6,0.962875,1.19E-07,6.289767,0.615132,serious,TRUE,6/12/2025,56:47.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T17:56:47Z,1,4,pedestrian-car,20,Thursday,,,,
57:33.6,1002,22140868,22141011,6,3,3_6,30.1875,28.09375,34.4375,30.578125,-0.010002136,-0.02999878,0.004362969,-3.9394531,-2.7890625,4.0003147,4.2578125,4.1015625,5.4375,2.1503906,1.5800781,0.58984375,4.922867,4.801356,2.4394531,0.409006,1.0512558,0.031503912,0.5051992,0.96,0.23757148,0.9484961,0.45494172,1.2,0.3971522,3,,,,,,,,,,,,,FALSE,6/12/2025,57:23.6,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T17:57:23Z,3,6,motorcycle-van,20,Thursday,,,,
08:03.2,1001,22147016,22147058,4,1,1_4,35.75,4.6796875,38.625,7.640625,0.4099121,1.2402344,1.4860083,-0.83984375,1.7197266,1.939916,1.3964844,1.9414062,4.921875,2.0507812,0.30004883,0.5498047,4.1270785,1.3385823,1.9556274,,,,,,,,,,,0,1.4860083,0.9636825,0.5223258,6.277077,6.277077,0.4,4,0.8273845,0,1.3466339,4.2546635,critical,TRUE,6/12/2025,07:53.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T18:07:53Z,1,4,pedestrian-car,21,Thursday,,,,
24:18.2,1003,22152452,22152262,4,5,4_5,12.1171875,13.140625,9.8671875,18.265625,-5.8007812,5.4414062,8.749646,-2.8203125,0.77978516,2.9429271,2.3671875,2.8730469,3.84375,1.8398438,0.4399414,0.42993164,5.597153,5.5329833,1.6383667,0.86504036,1.02333,0.06801083,0.89214545,0.96,0.059675757,1.4070109,0.37838095,1.2,0.5709751,3,,,,,,,,,,,,,FALSE,6/12/2025,24:08.2,https://di-india-collab.flow-analytics.io/tools/replay/2025-06-12T18:24:08Z,4,5,car-escooter,21,Thursday,,,,
